accident_id,city,state,latitude,longitude,hour,lanes,traffic_signal,visibility,temperature,traffic_density,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,is_festival,month,year,cause_drunk driving,cause_overspeeding,cause_poor road,cause_weather,weather_fog,weather_rain,road_type_rural,road_type_urban,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
5883,Delhi,Delhi,28.865722,76.891725,22,2,1,2,37,0,2,5,5,0,None,0.3,0,5,2023,True,False,False,False,False,False,True,False,False,False,False,False,False,False
5884,Chennai,Tamil Nadu,13.06324,80.159052,23,1,1,0,39,0,1,3,3,0,None,0.45,0,8,2022,False,False,False,True,True,False,True,False,False,False,False,False,True,False
5885,Kolkata,West Bengal,22.54683,88.374619,23,2,1,2,28,0,0,5,5,0,None,0.1,0,5,2022,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5886,Delhi,Delhi,28.86704,77.211163,12,1,1,2,27,2,0,2,0,0,None,0.3,0,1,2024,False,True,False,False,False,False,False,True,False,False,False,False,False,True
5887,Pune,Maharashtra,18.549935,73.763766,13,1,1,2,21,0,1,1,0,0,None,0.1,0,11,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5888,Bangalore,Karnataka,12.934179,77.52738,15,3,0,2,25,2,2,2,2,0,None,0.5,0,8,2024,False,False,False,True,False,False,True,False,False,False,True,False,False,False
5889,Bangalore,Karnataka,12.836964,77.583452,23,3,0,1,34,1,1,2,1,0,None,0.25,0,10,2024,False,False,False,True,False,True,False,False,False,False,True,False,False,False
5890,Pune,Maharashtra,18.615625,73.947909,19,5,1,2,25,2,2,4,4,1,None,0.65,0,7,2024,False,True,False,False,False,False,False,True,False,False,False,False,False,True
5891,Mumbai,Maharashtra,18.882768,72.937604,3,3,1,1,26,0,0,4,3,0,None,0.25,0,9,2022,False,False,True,False,False,True,False,False,False,False,True,False,False,False
5892,Pune,Maharashtra,18.507339,73.939835,2,3,0,0,33,1,0,5,3,0,None,0.45,0,5,2024,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5893,Pune,Maharashtra,18.675094,73.985206,23,1,0,0,40,1,2,2,2,0,None,0.65,0,9,2022,False,True,False,False,False,True,False,False,False,False,False,False,True,False
5894,Delhi,Delhi,28.85056,76.99774,12,4,1,1,25,1,2,5,5,0,None,0.45,0,9,2022,True,False,False,False,False,True,False,False,False,True,False,False,False,False
5895,Bangalore,Karnataka,12.988309,77.735598,1,5,0,0,21,0,0,1,0,0,None,0.45,0,6,2023,False,False,False,True,False,True,False,False,True,False,False,False,False,False
5896,Chennai,Tamil Nadu,12.927461,80.148145,13,2,0,0,38,2,0,3,0,0,None,0.65,0,8,2022,False,False,True,False,True,False,True,False,False,False,True,False,False,False
5897,Bangalore,Karnataka,13.13876,77.789232,1,5,1,0,23,2,1,5,2,0,None,0.65,0,8,2022,False,True,False,False,True,False,True,False,False,False,False,False,False,False
5898,Chandigarh,Punjab,30.784828,76.839248,7,5,1,2,29,2,0,2,2,0,None,0.3,0,3,2024,True,False,False,False,False,False,False,True,True,False,False,False,False,False
5899,Mumbai,Maharashtra,19.029372,72.998911,12,4,1,1,28,1,0,4,1,0,None,0.25,0,8,2024,False,True,False,False,False,True,False,True,False,False,False,False,True,False
5900,Hyderabad,Telangana,17.591127,78.220333,6,4,1,0,36,0,1,5,0,0,None,0.45,0,2,2023,False,False,False,False,False,True,False,False,False,False,True,False,False,False
5901,Pune,Maharashtra,18.58593,73.7924,12,2,1,2,35,2,0,5,2,0,None,0.3,0,7,2023,False,False,True,False,False,False,False,True,True,False,False,False,False,False
5902,Delhi,Delhi,28.789624,77.173987,23,2,1,0,26,1,1,2,1,0,None,0.45,0,3,2023,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5903,Chandigarh,Punjab,30.653444,76.712123,23,5,1,2,35,1,0,2,2,0,None,0.1,0,10,2024,False,False,False,True,False,False,False,True,False,True,False,False,False,False
5904,Kolkata,West Bengal,22.474047,88.399028,17,6,1,0,35,2,0,1,1,1,None,0.8,0,10,2022,False,False,False,False,False,True,True,False,False,True,False,False,False,False
5905,Hyderabad,Telangana,17.546505,78.514556,2,4,1,2,30,0,1,5,3,0,None,0.1,0,4,2023,False,False,True,False,False,False,False,True,False,False,False,False,True,False
5906,Delhi,Delhi,28.887468,76.916398,17,5,0,0,37,1,1,3,1,1,None,0.6,0,6,2022,False,True,False,False,True,False,True,False,False,False,True,False,False,False
5907,Kolkata,West Bengal,22.693916,88.360588,11,4,1,0,18,1,1,4,2,0,None,0.45,0,12,2024,False,False,False,True,True,False,False,True,False,False,False,False,False,False
5908,Chandigarh,Punjab,30.79224,76.895573,19,2,0,1,23,2,1,2,1,1,None,0.6,0,7,2023,False,False,False,True,False,True,False,True,False,False,False,False,False,True
5909,Pune,Maharashtra,18.532067,73.702479,10,4,0,2,31,1,0,4,0,1,None,0.25,0,8,2023,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5910,Chandigarh,Punjab,30.614211,76.768592,7,4,0,0,17,1,0,3,2,0,None,0.45,0,2,2022,False,False,False,False,False,True,False,False,False,True,False,False,False,False
5911,Chandigarh,Punjab,30.724198,76.769253,17,1,1,2,39,2,0,2,0,1,None,0.45,0,8,2022,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5912,Delhi,Delhi,28.750175,76.901418,17,2,1,0,40,2,0,1,0,1,None,0.8,0,8,2024,False,False,True,False,True,False,True,False,False,False,False,True,False,False
5913,Chennai,Tamil Nadu,13.052805,80.237248,18,6,0,2,19,2,0,4,1,1,None,0.45,0,4,2025,True,False,False,False,False,False,False,True,False,False,False,False,False,True
5914,Delhi,Delhi,28.491666,76.978339,17,6,1,2,19,0,2,2,2,1,None,0.45,0,4,2022,False,False,True,False,False,False,False,True,False,False,False,False,False,False
5915,Bangalore,Karnataka,13.18108,77.458889,13,4,1,2,23,1,0,2,1,0,None,0.1,0,2,2023,False,False,False,True,False,False,True,False,True,False,False,False,False,False
5916,Bangalore,Karnataka,13.126443,77.471182,6,4,0,1,36,2,0,3,1,0,None,0.45,0,11,2022,False,True,False,False,False,True,True,False,False,False,False,True,False,False
5917,Bangalore,Karnataka,12.816895,77.708221,9,6,1,2,15,2,2,1,1,1,None,0.65,0,3,2022,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5918,Mumbai,Maharashtra,19.117932,72.895178,15,3,1,0,36,0,0,5,3,0,None,0.45,0,12,2023,False,False,False,False,True,False,True,False,False,False,True,False,False,False
5919,Chandigarh,Punjab,30.607238,76.730669,23,5,0,1,31,1,1,1,1,0,None,0.25,0,7,2024,False,True,False,False,False,True,False,False,False,False,False,False,True,False
5920,Bangalore,Karnataka,13.03954,77.672959,0,4,1,2,17,1,0,2,1,0,None,0.1,0,7,2022,False,False,False,False,False,False,False,True,False,False,False,False,False,True
5921,Chennai,Tamil Nadu,13.002196,80.146,3,1,0,0,26,0,1,1,1,0,None,0.45,0,9,2024,False,False,True,False,True,False,False,False,False,False,False,True,False,False
5922,Bangalore,Karnataka,13.015296,77.759145,22,4,0,0,30,0,1,1,1,0,None,0.45,0,7,2022,False,False,False,False,True,False,True,False,False,False,True,False,False,False
5923,Chandigarh,Punjab,30.659119,76.71156,17,3,0,0,23,1,2,2,2,1,None,0.8,0,12,2024,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5924,Kolkata,West Bengal,22.623348,88.297999,6,3,0,0,35,0,0,1,1,0,None,0.45,0,12,2023,False,False,True,False,True,False,True,False,False,False,True,False,False,False
5925,Hyderabad,Telangana,17.311048,78.254536,2,3,0,2,21,2,0,4,1,0,None,0.3,0,3,2022,False,False,False,False,False,False,False,True,True,False,False,False,False,False
5926,Chandigarh,Punjab,30.690769,76.807838,15,6,1,0,37,2,0,1,0,0,None,0.65,0,1,2023,False,False,False,True,True,False,False,True,True,False,False,False,False,False
5927,Delhi,Delhi,28.506258,76.931793,20,5,0,0,25,0,0,5,1,0,None,0.45,0,4,2024,False,False,False,False,True,False,False,False,False,False,False,True,False,False
5928,Chandigarh,Punjab,30.712034,76.828387,18,5,0,0,38,2,0,1,0,1,None,0.8,0,12,2024,False,False,False,True,True,False,True,False,False,False,True,False,False,False
5929,Delhi,Delhi,28.567561,77.190195,0,6,1,0,29,0,0,4,4,0,None,0.45,0,11,2023,False,True,False,False,False,True,True,False,False,False,False,True,False,False
5930,Bangalore,Karnataka,12.846306,77.419057,21,6,1,0,39,2,0,2,2,0,None,0.65,0,2,2024,False,False,False,True,True,False,True,False,True,False,False,False,False,False
5931,Hyderabad,Telangana,17.517798,78.330478,5,1,0,1,36,1,0,4,1,0,None,0.25,0,11,2022,False,False,False,False,False,True,False,True,False,False,True,False,False,False
5932,Chennai,Tamil Nadu,12.877946,80.215993,13,6,0,2,33,2,1,3,0,0,None,0.3,0,4,2024,True,False,False,False,False,False,False,False,False,False,False,False,True,False
5933,Kolkata,West Bengal,22.561398,88.374184,14,3,0,2,25,2,1,4,0,0,None,0.3,0,3,2024,False,False,True,False,False,False,True,False,True,False,False,False,False,False
5934,Hyderabad,Telangana,17.355362,78.558379,18,6,1,2,38,1,1,3,2,1,None,0.25,0,3,2024,True,False,False,False,False,False,True,False,False,False,False,False,False,False
5935,Bangalore,Karnataka,12.800915,77.782571,4,1,0,2,22,0,0,2,1,0,None,0.1,0,2,2022,True,False,False,False,False,False,False,True,False,False,False,False,True,False
5936,Hyderabad,Telangana,17.207793,78.237498,19,3,1,2,39,2,0,3,3,1,None,0.45,0,5,2022,True,False,False,False,False,False,True,False,False,False,False,False,True,False
5937,Bangalore,Karnataka,13.11062,77.621909,10,6,0,1,27,1,1,5,4,1,None,0.4,0,1,2022,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5938,Chennai,Tamil Nadu,13.190167,80.115243,4,3,1,1,29,0,0,1,0,0,None,0.25,0,5,2023,False,False,False,False,False,True,False,False,False,False,False,True,False,False
5939,Chennai,Tamil Nadu,13.095916,80.223158,8,6,1,0,22,1,0,3,0,1,None,0.6,0,8,2023,False,True,False,False,True,False,True,False,True,False,False,False,False,False
5940,Kolkata,West Bengal,22.623927,88.350456,18,2,0,0,28,1,1,3,2,1,None,0.6,0,4,2022,False,True,False,False,False,True,False,True,False,False,False,False,False,False
5941,Mumbai,Maharashtra,19.267833,72.996277,21,6,0,0,31,2,1,1,1,0,None,0.65,0,1,2024,False,False,False,True,False,True,True,False,False,False,False,False,True,False
5942,Bangalore,Karnataka,12.807774,77.626603,4,6,1,0,38,0,2,3,3,0,None,0.65,0,9,2022,True,False,False,False,True,False,False,False,False,False,True,False,False,False
5943,Hyderabad,Telangana,17.431307,78.238386,16,3,1,1,17,0,0,4,0,0,None,0.25,0,11,2022,True,False,False,False,False,True,True,False,False,False,False,False,True,False
5944,Chandigarh,Punjab,30.695787,76.848779,0,2,0,1,19,0,0,4,1,0,None,0.25,0,11,2022,False,False,False,True,False,True,True,False,False,False,False,False,False,True
5945,Pune,Maharashtra,18.534551,73.821103,10,5,0,1,33,2,2,3,3,1,None,0.8,0,11,2024,False,False,False,False,False,True,True,False,False,False,True,False,False,False
5946,Kolkata,West Bengal,22.567428,88.421353,22,1,1,0,17,2,1,1,1,0,None,0.65,0,2,2025,False,True,False,False,False,True,False,False,False,False,False,True,False,False
5947,Delhi,Delhi,28.426935,77.08494,5,5,1,0,18,1,0,1,1,0,None,0.45,0,6,2022,True,False,False,False,False,True,True,False,False,False,False,False,False,False
5948,Chennai,Tamil Nadu,12.88571,80.26429,0,3,0,0,28,2,0,1,1,0,None,0.65,0,5,2024,False,False,True,False,True,False,True,False,False,False,False,False,False,False
5949,Delhi,Delhi,28.730603,76.945114,10,2,1,1,30,2,0,4,2,1,None,0.6,0,8,2022,True,False,False,False,False,True,False,False,False,False,False,False,True,False
5950,Bangalore,Karnataka,13.060821,77.604988,12,3,0,0,24,1,2,1,1,0,None,0.65,0,12,2022,False,False,False,False,True,False,True,False,False,False,False,False,False,False
5951,Chennai,Tamil Nadu,12.878088,80.253026,3,4,1,1,22,0,2,2,2,0,None,0.45,0,5,2024,False,True,False,False,False,True,False,False,False,False,False,False,True,False
5952,Delhi,Delhi,28.61338,77.235836,18,6,0,2,25,1,1,4,0,1,None,0.25,0,4,2022,True,False,False,False,False,False,False,True,False,True,False,False,False,False
5953,Pune,Maharashtra,18.687694,73.808215,1,1,1,2,30,0,0,4,3,0,None,0.1,0,4,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5954,Chandigarh,Punjab,30.766375,76.851034,18,3,0,0,26,2,0,3,3,1,None,0.8,0,2,2022,True,False,False,False,True,False,False,False,False,False,False,False,False,True
5955,Kolkata,West Bengal,22.474853,88.264845,13,2,1,1,20,1,0,5,3,0,None,0.25,0,5,2022,False,False,True,False,False,True,True,False,False,False,False,True,False,False
5956,Delhi,Delhi,28.52966,77.12726,11,5,0,0,22,2,1,1,1,0,None,0.65,0,3,2025,True,False,False,False,True,False,False,False,False,False,False,False,False,True
5957,Delhi,Delhi,28.612904,76.995984,1,4,1,2,23,0,0,2,2,0,None,0.1,0,11,2024,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5958,Pune,Maharashtra,18.536153,73.933062,10,4,0,0,16,0,0,2,2,1,None,0.6,0,9,2023,False,False,False,False,True,False,True,False,False,False,True,False,False,False
5959,Chandigarh,Punjab,30.708553,76.827257,12,1,1,1,28,2,1,1,1,0,None,0.45,0,1,2024,False,True,False,False,False,True,False,False,False,False,False,False,False,False
5960,Pune,Maharashtra,18.451423,73.976899,7,1,0,0,18,2,0,4,0,0,None,0.65,0,4,2022,True,False,False,False,False,True,True,False,False,False,False,False,False,True
5961,Chennai,Tamil Nadu,12.815513,80.200707,10,2,1,2,22,1,2,3,3,1,None,0.45,0,8,2024,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5962,Hyderabad,Telangana,17.246292,78.435377,10,5,1,0,26,2,2,2,2,1,None,1.0,0,7,2023,False,False,False,True,True,False,True,False,False,False,False,False,True,False
5963,Chandigarh,Punjab,30.627766,76.896222,14,5,0,0,35,0,1,3,0,0,None,0.45,0,8,2023,False,False,False,True,False,True,True,False,False,False,False,False,False,True
5964,Pune,Maharashtra,18.624434,73.826782,5,3,1,2,34,0,1,5,4,0,None,0.1,0,10,2024,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5965,Bangalore,Karnataka,13.041846,77.648918,14,4,0,2,36,2,2,2,2,0,None,0.5,0,2,2024,False,False,False,True,False,False,True,False,False,False,False,True,False,False
5966,Pune,Maharashtra,18.600636,73.712908,4,4,0,2,32,0,0,4,3,0,None,0.1,0,7,2022,False,False,False,True,False,False,False,True,False,False,False,False,True,False
5967,Bangalore,Karnataka,12.863921,77.797546,1,4,0,2,29,0,1,3,3,0,None,0.1,0,2,2022,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5968,Bangalore,Karnataka,12.975163,77.758908,10,3,0,1,30,1,1,1,0,1,None,0.4,0,5,2024,False,False,False,True,False,True,False,True,False,False,False,False,False,True
5969,Chandigarh,Punjab,30.652417,76.778483,4,2,1,2,15,0,2,1,1,0,None,0.3,0,6,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5970,Kolkata,West Bengal,22.570178,88.480081,4,5,1,0,33,1,1,2,2,0,None,0.45,0,9,2022,True,False,False,False,False,True,False,True,False,False,False,False,False,True
5971,Chennai,Tamil Nadu,13.157348,80.197923,18,2,0,2,21,1,2,4,4,1,None,0.45,0,1,2025,False,False,False,True,False,False,False,True,False,False,False,False,False,False
5972,Mumbai,Maharashtra,18.838295,72.892192,18,1,1,0,21,1,2,2,2,1,None,0.8,0,2,2025,False,True,False,False,False,True,True,False,False,True,False,False,False,False
5973,Pune,Maharashtra,18.647555,73.995319,10,2,0,2,32,2,0,3,0,1,None,0.45,0,5,2024,False,False,False,True,False,False,True,False,True,False,False,False,False,False
5974,Bangalore,Karnataka,13.116134,77.626051,6,3,1,0,32,0,1,2,1,0,None,0.45,0,6,2023,False,False,True,False,True,False,True,False,False,True,False,False,False,False
5975,Delhi,Delhi,28.680599,77.154008,11,2,1,2,38,0,0,3,0,0,None,0.1,0,9,2022,False,False,False,False,False,False,False,True,True,False,False,False,False,False
5976,Mumbai,Maharashtra,19.217757,72.75022,7,4,1,1,18,0,0,1,1,0,None,0.25,0,5,2023,True,False,False,False,False,True,False,True,False,False,False,False,True,False
5977,Chennai,Tamil Nadu,12.90624,80.241547,19,6,0,0,24,2,1,4,3,1,None,0.8,0,6,2023,True,False,False,False,True,False,True,False,True,False,False,False,False,False
5978,Kolkata,West Bengal,22.441399,88.421829,8,1,1,0,39,2,0,2,0,1,None,0.8,0,10,2022,True,False,False,False,True,False,False,True,False,False,False,True,False,False
5979,Kolkata,West Bengal,22.615413,88.334062,15,4,1,0,38,1,0,2,1,0,None,0.45,0,8,2024,False,False,False,True,True,False,True,False,False,False,False,False,False,False
5980,Hyderabad,Telangana,17.592968,78.466518,14,1,0,2,40,1,1,2,2,0,None,0.1,0,1,2024,False,False,True,False,False,False,False,True,False,False,False,False,False,True
5981,Chandigarh,Punjab,30.7915,76.8321,13,3,1,2,40,0,0,2,0,0,None,0.1,0,2,2024,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5982,Hyderabad,Telangana,17.466741,78.382129,9,5,1,2,28,2,0,1,1,1,None,0.45,0,9,2024,False,False,False,True,False,False,False,True,False,True,False,False,False,False
5983,Chandigarh,Punjab,30.645321,76.704991,22,3,0,0,25,2,1,1,1,0,None,0.65,0,7,2023,False,True,False,False,False,True,False,True,False,False,False,True,False,False
5984,Kolkata,West Bengal,22.684323,88.493099,19,5,1,0,34,1,0,4,3,1,None,0.6,0,2,2022,False,False,False,False,True,False,False,False,False,False,True,False,False,False
5985,Delhi,Delhi,28.717587,77.023135,4,2,1,2,40,0,1,3,0,0,None,0.1,0,3,2022,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5986,Pune,Maharashtra,18.517467,73.856575,15,6,0,1,30,1,0,1,1,0,None,0.25,0,9,2023,False,False,False,True,False,True,False,True,False,False,False,True,False,False
5987,Chennai,Tamil Nadu,12.910101,80.179989,5,5,1,0,15,0,2,1,1,0,None,0.65,0,5,2022,True,False,False,False,True,False,False,False,False,False,False,False,True,False
5988,Mumbai,Maharashtra,19.143804,72.701345,3,3,0,0,21,2,0,2,1,0,None,0.65,0,9,2022,False,False,True,False,False,True,False,True,False,False,False,True,False,False
5989,Kolkata,West Bengal,22.563577,88.431908,3,3,0,2,21,2,0,3,1,0,None,0.3,0,3,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5990,Kolkata,West Bengal,22.442999,88.259465,15,2,0,2,26,0,2,1,1,0,None,0.3,0,10,2022,False,False,True,False,False,False,False,True,False,False,False,False,False,True
5991,Delhi,Delhi,28.86159,77.181939,22,2,0,2,26,0,1,5,5,0,None,0.1,0,3,2024,False,True,False,False,False,False,True,False,False,False,False,False,False,True
5992,Bangalore,Karnataka,13.00867,77.596409,3,4,0,2,40,0,0,5,4,0,None,0.1,0,7,2022,False,True,False,False,False,False,True,False,False,True,False,False,False,False
5993,Kolkata,West Bengal,22.542246,88.447533,3,5,0,1,22,2,0,4,2,0,None,0.45,0,1,2022,False,False,False,False,False,True,False,True,False,False,True,False,False,False
5994,Bangalore,Karnataka,13.143579,77.607942,9,5,0,2,25,2,2,3,3,1,None,0.65,0,2,2024,True,False,False,False,False,False,False,True,False,False,False,True,False,False
5995,Chennai,Tamil Nadu,13.056708,80.246617,23,1,0,1,35,2,2,5,5,0,None,0.65,0,4,2023,True,False,False,False,False,True,True,False,False,False,True,False,False,False
5996,Kolkata,West Bengal,22.444377,88.357358,17,1,0,0,33,2,2,4,4,1,None,1.0,0,7,2022,False,False,True,False,True,False,False,True,True,False,False,False,False,False
5997,Kolkata,West Bengal,22.555142,88.467169,2,4,0,0,36,0,1,1,0,0,None,0.45,0,8,2022,False,False,False,True,True,False,False,True,True,False,False,False,False,False
5998,Chandigarh,Punjab,30.654693,76.776074,12,1,1,2,26,2,0,2,2,0,Diwali,0.4,1,11,2024,True,False,False,False,False,False,False,True,False,False,False,False,False,False
5999,Bangalore,Karnataka,13.020476,77.499055,23,1,1,0,35,1,1,1,0,0,None,0.45,0,9,2023,False,False,False,True,True,False,True,False,False,False,False,False,True,False
6000,Delhi,Delhi,28.412372,77.261585,14,2,1,0,22,1,0,3,1,0,None,0.45,0,12,2024,False,False,False,True,False,True,True,False,False,False,False,False,False,True
6001,Bangalore,Karnataka,12.807333,77.620528,10,6,0,1,29,1,1,5,2,1,None,0.4,0,10,2023,True,False,False,False,False,True,False,False,False,False,False,False,False,False
6002,Pune,Maharashtra,18.535959,73.705282,11,6,0,2,38,2,0,3,1,0,None,0.3,0,2,2022,False,False,False,True,False,False,False,True,False,True,False,False,False,False
6003,Bangalore,Karnataka,12.915815,77.734856,10,5,0,0,34,2,0,1,0,1,None,0.8,0,12,2023,False,True,False,False,True,False,False,True,False,False,False,True,False,False
6004,Kolkata,West Bengal,22.614025,88.47062,5,6,1,0,33,0,0,5,0,0,None,0.45,0,4,2023,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6005,Pune,Maharashtra,18.467862,73.716376,22,6,0,0,23,1,0,3,0,0,None,0.45,0,4,2023,False,False,True,False,True,False,False,False,True,False,False,False,False,False
6006,Mumbai,Maharashtra,19.259958,72.820074,1,1,0,0,36,0,0,4,2,0,None,0.45,0,11,2023,False,False,True,False,True,False,True,False,False,False,True,False,False,False
6007,Bangalore,Karnataka,13.054154,77.592143,22,1,1,0,18,0,0,2,1,0,None,0.45,0,4,2023,True,False,False,False,True,False,False,False,False,False,True,False,False,False
6008,Chennai,Tamil Nadu,12.817928,80.195278,4,6,0,0,23,0,0,1,0,0,None,0.45,0,10,2022,False,True,False,False,True,False,True,False,False,False,True,False,False,False
6009,Chennai,Tamil Nadu,12.812437,80.226885,10,2,0,1,15,1,0,1,1,1,None,0.4,0,3,2025,False,False,False,False,False,True,False,True,False,False,False,True,False,False
6010,Mumbai,Maharashtra,18.822028,72.733097,7,1,1,0,36,0,0,2,2,0,None,0.45,0,5,2022,False,True,False,False,True,False,True,False,False,False,True,False,False,False
6011,Hyderabad,Telangana,17.338159,78.485987,15,6,0,0,20,0,1,4,0,0,None,0.45,0,5,2023,False,False,False,True,False,True,False,True,False,False,False,False,True,False
6012,Delhi,Delhi,28.504115,77.081366,0,4,0,0,15,0,0,4,1,0,None,0.45,0,12,2022,False,False,False,True,True,False,False,False,False,True,False,False,False,False
6013,Delhi,Delhi,28.430488,77.012923,19,3,0,0,23,2,2,5,5,1,None,1.0,0,8,2023,False,False,True,False,True,False,False,False,False,True,False,False,False,False
6014,Hyderabad,Telangana,17.558917,78.3449,1,2,0,1,30,0,1,3,1,0,None,0.25,0,7,2024,True,False,False,False,False,True,False,True,False,False,False,False,True,False
6015,Hyderabad,Telangana,17.592537,78.466412,11,4,0,0,17,0,0,5,0,0,None,0.45,0,8,2022,False,False,True,False,True,False,False,False,False,False,False,False,False,False
6016,Pune,Maharashtra,18.592833,73.821224,12,5,1,1,38,2,0,4,0,0,None,0.45,0,4,2024,False,False,True,False,False,True,False,False,True,False,False,False,False,False
6017,Mumbai,Maharashtra,19.027722,72.901359,11,2,0,2,24,0,0,3,0,0,None,0.1,0,1,2024,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6018,Hyderabad,Telangana,17.423371,78.553118,11,2,0,2,35,0,1,3,0,0,None,0.1,0,2,2023,True,False,False,False,False,False,False,True,False,False,False,True,False,False
6019,Hyderabad,Telangana,17.503651,78.218792,5,3,0,0,24,0,0,3,3,0,None,0.45,0,1,2025,True,False,False,False,False,True,False,False,False,False,False,True,False,False
6020,Chennai,Tamil Nadu,13.028486,80.12801,0,1,1,0,36,0,2,2,2,0,None,0.65,0,10,2022,False,False,False,False,True,False,False,True,False,False,False,True,False,False
6021,Bangalore,Karnataka,12.917117,77.799837,17,2,0,2,34,0,0,1,0,1,None,0.25,0,5,2022,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6022,Delhi,Delhi,28.645037,77.20303,2,3,1,0,16,0,0,5,4,0,None,0.45,0,1,2024,False,False,True,False,True,False,True,False,True,False,False,False,False,False
6023,Delhi,Delhi,28.882317,76.917461,7,2,0,0,22,0,0,2,1,0,None,0.45,0,3,2024,False,False,True,False,False,True,False,False,True,False,False,False,False,False
6024,Chandigarh,Punjab,30.727967,76.851965,0,6,0,0,22,0,0,1,1,0,None,0.45,0,3,2024,False,False,True,False,True,False,False,False,False,False,False,False,False,False
6025,Chandigarh,Punjab,30.638137,76.898886,12,1,0,0,19,2,2,4,4,0,None,0.85,0,12,2023,False,True,False,False,False,True,True,False,False,False,False,False,False,True
6026,Chennai,Tamil Nadu,13.024906,80.246376,12,5,0,0,32,1,1,1,1,0,None,0.45,0,5,2024,False,False,False,True,True,False,True,False,False,False,False,True,False,False
6027,Chennai,Tamil Nadu,13.034875,80.213271,2,4,1,2,40,0,1,5,2,0,None,0.1,0,7,2023,True,False,False,False,False,False,True,False,False,False,True,False,False,False
6028,Bangalore,Karnataka,13.143529,77.700402,14,1,1,2,39,0,0,1,0,0,None,0.1,0,1,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6029,Delhi,Delhi,28.447266,77.116456,7,6,1,2,30,0,1,4,1,0,None,0.1,0,9,2022,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6030,Bangalore,Karnataka,13.121578,77.72777,18,2,1,0,38,2,0,5,1,1,None,0.8,0,5,2023,False,False,False,False,True,False,True,False,False,False,True,False,False,False
6031,Kolkata,West Bengal,22.529255,88.226546,2,1,0,1,21,0,0,3,1,0,None,0.25,0,1,2023,False,False,True,False,False,True,False,True,False,False,False,False,False,False
6032,Hyderabad,Telangana,17.217352,78.421025,5,5,1,1,40,0,1,2,1,0,None,0.25,0,3,2024,False,False,True,False,False,True,True,False,False,False,True,False,False,False
6033,Bangalore,Karnataka,12.828919,77.632722,9,4,0,0,31,2,0,4,3,1,None,0.8,0,3,2023,False,False,False,True,True,False,False,False,False,False,False,True,False,False
6034,Pune,Maharashtra,18.570553,73.708827,1,3,1,2,28,1,0,2,2,0,None,0.1,0,12,2022,False,False,True,False,False,False,False,False,True,False,False,False,False,False
6035,Delhi,Delhi,28.437381,77.057653,17,1,1,0,23,2,2,4,4,1,None,1.0,0,3,2025,False,True,False,False,True,False,False,False,False,False,False,False,False,True
6036,Chandigarh,Punjab,30.681379,76.8322,1,1,1,0,16,0,1,2,1,0,None,0.45,0,11,2022,False,False,False,False,True,False,False,True,False,False,True,False,False,False
6037,Delhi,Delhi,28.530901,77.052915,21,2,1,2,32,1,0,1,1,0,None,0.1,0,8,2022,False,True,False,False,False,False,True,False,False,False,True,False,False,False
6038,Mumbai,Maharashtra,19.129069,72.901768,5,1,0,1,17,2,1,4,2,0,None,0.45,0,7,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,True
6039,Pune,Maharashtra,18.532885,73.805096,3,2,1,2,27,1,0,2,1,0,None,0.1,0,5,2024,True,False,False,False,False,False,True,False,False,False,False,False,True,False
6040,Bangalore,Karnataka,12.929908,77.695205,15,5,0,0,19,2,1,3,0,0,None,0.65,0,3,2023,False,False,False,True,True,False,False,False,False,False,True,False,False,False
6041,Kolkata,West Bengal,22.589548,88.367924,13,5,0,2,35,2,0,2,1,0,None,0.3,0,9,2023,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6042,Chandigarh,Punjab,30.761959,76.888678,8,5,0,2,32,2,1,3,0,1,None,0.45,0,7,2022,False,False,False,True,False,False,False,True,False,False,False,False,True,False
